pair_id,logical_law,category_id,semantic_dimension,image_variant,question,expected_answer
assoc_attr_001,Associative,8,Attributes,B,Is the cat red in color?,yes
assoc_attr_001,Associative,8,Attributes,B,Does the cat have a shiny appearance?,yes
assoc_attr_001,Associative,8,Attributes,B,Is the cat on a plain white surface?,yes
assoc_attr_002,Associative,8,Attributes,A,Is there an apple in the image?,yes
assoc_attr_002,Associative,8,Attributes,A,Is the apple small in size?,yes
assoc_attr_002,Associative,8,Attributes,A,Is the apple blue in color?,yes
assoc_attr_002,Associative,8,Attributes,A,Does the apple appear shiny?,yes
assoc_attr_002,Associative,8,Attributes,A,Is the apple on a dark metal floor?,yes
assoc_attr_002,Associative,8,Attributes,B,Is there an apple in the image?,yes
assoc_attr_002,Associative,8,Attributes,B,Is the apple small in size?,yes
assoc_attr_002,Associative,8,Attributes,B,Is the apple blue in color?,yes
assoc_attr_002,Associative,8,Attributes,B,Does the apple appear shiny?,yes
assoc_attr_002,Associative,8,Attributes,B,Is the apple on a dark metal floor?,yes
assoc_attr_003,Associative,8,Attributes,A,Is the dog large in size?,yes
assoc_attr_003,Associative,8,Attributes,A,Is the dog blue in color?,yes
assoc_attr_003,Associative,8,Attributes,A,Does the dog have a shiny appearance?,yes
assoc_attr_003,Associative,8,Attributes,A,Is the dog standing on a metal floor?,yes
assoc_attr_003,Associative,8,Attributes,A,Is the metal floor dark in color?,yes
assoc_attr_003,Associative,8,Attributes,B,Is the dog large in size?,yes
assoc_attr_003,Associative,8,Attributes,B,Is the dog blue in color?,yes
assoc_attr_003,Associative,8,Attributes,B,Does the dog have a shiny appearance?,yes
assoc_attr_003,Associative,8,Attributes,B,Is the dog standing on a metal floor?,yes
assoc_attr_003,Associative,8,Attributes,B,Is the metal floor dark in color?,yes
assoc_attr_004,Associative,8,Attributes,A,Is the banana large in size?,yes
assoc_attr_004,Associative,8,Attributes,A,Is the banana blue in color?,yes
assoc_attr_004,Associative,8,Attributes,A,Is the banana shiny?,yes
assoc_attr_004,Associative,8,Attributes,A,Is the banana placed on a white surface?,yes
assoc_attr_004,Associative,8,Attributes,A,Is the background plain and white?,yes
assoc_attr_004,Associative,8,Attributes,B,Is the banana large in size?,yes
assoc_attr_004,Associative,8,Attributes,B,Is the banana blue in color?,yes
assoc_attr_004,Associative,8,Attributes,B,Is the banana shiny?,yes
assoc_attr_004,Associative,8,Attributes,B,Is the banana placed on a white surface?,yes
assoc_attr_004,Associative,8,Attributes,B,Is the background plain and white?,yes
assoc_attr_005,Associative,8,Attributes,A,Is there a cat in the image?,yes
assoc_attr_005,Associative,8,Attributes,A,Is the cat small in size?,yes
assoc_attr_005,Associative,8,Attributes,A,Is the cat red in color?,yes
assoc_attr_005,Associative,8,Attributes,A,Is the cat shiny?,yes
assoc_attr_005,Associative,8,Attributes,A,Is the cat on a dark metal floor?,yes
assoc_attr_005,Associative,8,Attributes,B,Is there a cat in the image?,yes
assoc_attr_005,Associative,8,Attributes,B,Is the cat small in size?,yes
assoc_attr_005,Associative,8,Attributes,B,Is the cat red in color?,yes
assoc_attr_005,Associative,8,Attributes,B,Is the cat shiny?,yes
assoc_attr_005,Associative,8,Attributes,B,Is the cat on a dark metal floor?,yes
dist_conj_001,Distributive,9,Conjunctive,A,Is there a yellow apple on the table?,yes
dist_conj_001,Distributive,9,Conjunctive,A,Is the table made of wood?,yes
dist_conj_001,Distributive,9,Conjunctive,A,Is there either a blue dog or a green banana present?,yes
dist_conj_001,Distributive,9,Conjunctive,A,Is the scene set on a wooden table?,yes
dist_conj_001,Distributive,9,Conjunctive,A,Is there exactly one yellow apple in the image?,yes
dist_conj_001,Distributive,9,Conjunctive,B,Is there a yellow apple on the table?,yes
dist_conj_001,Distributive,9,Conjunctive,B,Is the table made of wood?,yes
dist_conj_001,Distributive,9,Conjunctive,B,Is there either a blue dog or a green banana present?,yes
dist_conj_001,Distributive,9,Conjunctive,B,Is the scene set on a wooden table?,yes
dist_conj_001,Distributive,9,Conjunctive,B,Is there exactly one yellow apple in the image?,yes
dist_conj_002,Distributive,9,Conjunctive,A,Is there a red cat on the wooden table?,yes
dist_conj_002,Distributive,9,Conjunctive,A,Is the scene set on a wooden table?,yes
dist_conj_002,Distributive,9,Conjunctive,A,Is there at least one cat in the image?,yes
dist_conj_002,Distributive,9,Conjunctive,A,Is there a green or blue object on the table?,yes
dist_conj_002,Distributive,9,Conjunctive,A,Are there multiple objects with different colors on the table?,yes
dist_conj_002,Distributive,9,Conjunctive,B,Is there a red cat on the wooden table?,yes
dist_conj_002,Distributive,9,Conjunctive,B,Is the scene set on a wooden table?,yes
dist_conj_002,Distributive,9,Conjunctive,B,Is there at least one cat in the image?,yes
dist_conj_002,Distributive,9,Conjunctive,B,Is there a green or blue object on the table?,yes
dist_conj_002,Distributive,9,Conjunctive,B,Are there multiple objects with different colors on the table?,yes
dist_conj_003,Distributive,9,Conjunctive,A,Is there a blue dog on the wooden table?,yes
dist_conj_003,Distributive,9,Conjunctive,A,Is the table made of wood?,yes
dist_conj_003,Distributive,9,Conjunctive,A,Is there at least one dog on the table?,yes
dist_conj_003,Distributive,9,Conjunctive,A,Is there a yellow apple or a red dog present?,yes
dist_conj_003,Distributive,9,Conjunctive,A,Are the objects placed on the table?,yes
dist_conj_003,Distributive,9,Conjunctive,B,Is there a blue dog on the wooden table?,yes
dist_conj_003,Distributive,9,Conjunctive,B,Is the table made of wood?,yes
dist_conj_003,Distributive,9,Conjunctive,B,Is there at least one dog on the table?,yes
dist_conj_003,Distributive,9,Conjunctive,B,Is there a yellow apple or a red dog present?,yes
dist_conj_003,Distributive,9,Conjunctive,B,Are the objects placed on the table?,yes
dist_conj_004,Distributive,9,Conjunctive,A,Is there a green banana on the wooden table?,yes
dist_conj_004,Distributive,9,Conjunctive,A,Is the table made of wood?,yes
dist_conj_004,Distributive,9,Conjunctive,A,Is there at least one banana on the table?,yes
dist_conj_004,Distributive,9,Conjunctive,A,Is the scene set on a wooden surface?,yes
dist_conj_004,Distributive,9,Conjunctive,A,Is there a red cat or a green banana present?,yes
dist_conj_004,Distributive,9,Conjunctive,B,Is there a green banana on the wooden table?,yes
dist_conj_004,Distributive,9,Conjunctive,B,Is the table made of wood?,yes
dist_conj_004,Distributive,9,Conjunctive,B,Is there at least one banana on the table?,yes
dist_conj_004,Distributive,9,Conjunctive,B,Is the scene set on a wooden surface?,yes
dist_conj_004,Distributive,9,Conjunctive,B,Is there a red cat or a green banana present?,yes
dist_conj_005,Distributive,9,Conjunctive,A,Is there a red cat in the image?,yes
dist_conj_005,Distributive,9,Conjunctive,A,Is the surface plain white?,yes
dist_conj_005,Distributive,9,Conjunctive,A,Is there either a blue dog or a red apple present?,yes
dist_conj_005,Distributive,9,Conjunctive,A,Is the red cat shown with another object?,yes
dist_conj_005,Distributive,9,Conjunctive,A,Are the objects clearly colored?,yes
dist_conj_005,Distributive,9,Conjunctive,B,Is there a red cat in the image?,yes
dist_conj_005,Distributive,9,Conjunctive,B,Is the surface plain white?,yes
dist_conj_005,Distributive,9,Conjunctive,B,Is there either a blue dog or a red apple present?,yes
dist_conj_005,Distributive,9,Conjunctive,B,Is the red cat shown with another object?,yes
dist_conj_005,Distributive,9,Conjunctive,B,Are the objects clearly colored?,yes
dist_horiz_001,Distributive,10,Horizontal,A,Is there a yellow dog in the image?,yes
dist_horiz_001,Distributive,10,Horizontal,A,Is the yellow dog positioned on a wooden table?,yes
dist_horiz_001,Distributive,10,Horizontal,A,Is there either a blue cat or a red apple in the image?,yes
dist_horiz_001,Distributive,10,Horizontal,A,Is the yellow dog to the left of the other object?,yes
dist_horiz_001,Distributive,10,Horizontal,A,Is the scene set on a wooden table?,yes
dist_horiz_001,Distributive,10,Horizontal,B,Is there a yellow dog in the image?,yes
dist_horiz_001,Distributive,10,Horizontal,B,Is the yellow dog positioned on a wooden table?,yes
dist_horiz_001,Distributive,10,Horizontal,B,Is there either a blue cat or a red apple in the image?,yes
dist_horiz_001,Distributive,10,Horizontal,B,Is the yellow dog to the left of the other object?,yes
dist_horiz_001,Distributive,10,Horizontal,B,Is the scene set on a wooden table?,yes
dist_horiz_002,Distributive,10,Horizontal,A,Is there a yellow apple in the image?,yes
dist_horiz_002,Distributive,10,Horizontal,A,Is the yellow apple positioned to the left of another object?,yes
dist_horiz_002,Distributive,10,Horizontal,A,Is the floor dark and metallic?,yes
dist_horiz_002,Distributive,10,Horizontal,A,Is there either a blue dog or a green banana present?,yes
dist_horiz_002,Distributive,10,Horizontal,A,Is the scene composed of at least two distinct colored objects?,yes
dist_horiz_002,Distributive,10,Horizontal,B,Is there a yellow apple in the image?,yes
dist_horiz_002,Distributive,10,Horizontal,B,Is the yellow apple positioned to the left of another object?,yes
dist_horiz_002,Distributive,10,Horizontal,B,Is the floor dark and metallic?,yes
dist_horiz_002,Distributive,10,Horizontal,B,Is there either a blue dog or a green banana present?,yes
dist_horiz_002,Distributive,10,Horizontal,B,Is the scene composed of at least two distinct colored objects?,yes
dist_horiz_003,Distributive,10,Horizontal,A,Is there a yellow dog in the image?,yes
dist_horiz_003,Distributive,10,Horizontal,A,Is the yellow dog positioned to the left of another object?,yes
dist_horiz_003,Distributive,10,Horizontal,A,Is there a red apple present in the scene?,yes
dist_horiz_003,Distributive,10,Horizontal,A,Is there a blue cat present in the scene?,yes
dist_horiz_003,Distributive,10,Horizontal,A,Is the floor dark and metallic?,yes
dist_horiz_003,Distributive,10,Horizontal,B,Is there a yellow dog in the image?,yes
dist_horiz_003,Distributive,10,Horizontal,B,Is the yellow dog positioned to the left of another object?,yes
dist_horiz_003,Distributive,10,Horizontal,B,Is there a red apple present in the scene?,yes
dist_horiz_003,Distributive,10,Horizontal,B,Is there a blue cat present in the scene?,yes
dist_horiz_003,Distributive,10,Horizontal,B,Is the floor dark and metallic?,yes
dist_horiz_004,Distributive,10,Horizontal,A,Is there a red apple in the image?,yes
dist_horiz_004,Distributive,10,Horizontal,A,Is there a blue cat in the image?,yes
dist_horiz_004,Distributive,10,Horizontal,A,Is there a yellow apple in the image?,yes
dist_horiz_004,Distributive,10,Horizontal,A,Is the floor dark and metallic?,yes
dist_horiz_004,Distributive,10,Horizontal,A,Is the red apple positioned to the left of another object?,yes
dist_horiz_004,Distributive,10,Horizontal,B,Is there a red apple in the image?,yes
dist_horiz_004,Distributive,10,Horizontal,B,Is there a blue cat in the image?,yes
dist_horiz_004,Distributive,10,Horizontal,B,Is there a yellow apple in the image?,yes
dist_horiz_004,Distributive,10,Horizontal,B,Is the floor dark and metallic?,yes
dist_horiz_004,Distributive,10,Horizontal,B,Is the red apple positioned to the left of another object?,yes
dist_horiz_005,Distributive,10,Horizontal,A,Is there a blue cat in the image?,yes
dist_horiz_005,Distributive,10,Horizontal,A,Is the blue cat positioned to the left of another animal?,yes
dist_horiz_005,Distributive,10,Horizontal,A,Is there a yellow dog in the image?,yes
dist_horiz_005,Distributive,10,Horizontal,A,Is there a red cat in the image?,yes
dist_horiz_005,Distributive,10,Horizontal,A,Is the floor dark and metallic?,yes
dist_horiz_005,Distributive,10,Horizontal,B,Is there a blue cat in the image?,yes
dist_horiz_005,Distributive,10,Horizontal,B,Is the blue cat positioned to the left of another animal?,yes
dist_horiz_005,Distributive,10,Horizontal,B,Is there a yellow dog in the image?,yes
dist_horiz_005,Distributive,10,Horizontal,B,Is there a red cat in the image?,yes
dist_horiz_005,Distributive,10,Horizontal,B,Is the floor dark and metallic?,yes
dist_vert_001,Distributive,11,Vertical,A,Is there a red dog in the image?,yes
dist_vert_001,Distributive,11,Vertical,A,Is the floor dark and metallic?,yes
dist_vert_001,Distributive,11,Vertical,A,Is there a green cat or a yellow dog below the red dog?,yes
dist_vert_001,Distributive,11,Vertical,A,Is the red dog positioned above another animal?,yes
dist_vert_001,Distributive,11,Vertical,A,Are there at least two animals in the scene?,yes
dist_vert_001,Distributive,11,Vertical,B,Is there a red dog in the image?,yes
dist_vert_001,Distributive,11,Vertical,B,Is the floor dark and metallic?,yes
dist_vert_001,Distributive,11,Vertical,B,Is there a green cat or a yellow dog below the red dog?,yes
dist_vert_001,Distributive,11,Vertical,B,Is the red dog positioned above another animal?,yes
dist_vert_001,Distributive,11,Vertical,B,Are there at least two animals in the scene?,yes
dist_vert_002,Distributive,11,Vertical,A,Is there a red cat in the image?,yes
dist_vert_002,Distributive,11,Vertical,A,Is the floor dark and metallic?,yes
dist_vert_002,Distributive,11,Vertical,A,Is there a green banana or a yellow apple present?,yes
dist_vert_002,Distributive,11,Vertical,A,Is the red cat positioned above the fruit?,yes
dist_vert_002,Distributive,11,Vertical,A,Are the objects arranged on a dark metal floor?,yes
dist_vert_002,Distributive,11,Vertical,B,Is there a red cat in the image?,yes
dist_vert_002,Distributive,11,Vertical,B,Is the floor dark and metallic?,yes
dist_vert_002,Distributive,11,Vertical,B,Is there a green banana or a yellow apple present?,yes
dist_vert_002,Distributive,11,Vertical,B,Is the red cat positioned above the fruit?,yes
dist_vert_002,Distributive,11,Vertical,B,Are the objects arranged on a dark metal floor?,yes
dist_vert_003,Distributive,11,Vertical,A,Is there a green apple in the image?,yes
dist_vert_003,Distributive,11,Vertical,A,Is there a wooden table in the scene?,yes
dist_vert_003,Distributive,11,Vertical,A,Is there a red banana present?,yes
dist_vert_003,Distributive,11,Vertical,A,Is there a yellow dog present?,yes
dist_vert_003,Distributive,11,Vertical,A,Is the green apple positioned above another object?,yes
dist_vert_003,Distributive,11,Vertical,B,Is there a green apple in the image?,yes
dist_vert_003,Distributive,11,Vertical,B,Is there a wooden table in the scene?,yes
dist_vert_003,Distributive,11,Vertical,B,Is there a red banana present?,yes
dist_vert_003,Distributive,11,Vertical,B,Is there a yellow dog present?,yes
dist_vert_003,Distributive,11,Vertical,B,Is the green apple positioned above another object?,yes
dist_vert_004,Distributive,11,Vertical,A,Is there a green banana in the image?,yes
dist_vert_004,Distributive,11,Vertical,A,Is the background plain white?,yes
dist_vert_004,Distributive,11,Vertical,A,Is there at least one red apple present?,yes
dist_vert_004,Distributive,11,Vertical,A,Is there at least one yellow dog present?,yes
dist_vert_004,Distributive,11,Vertical,A,Is the green banana positioned above another object?,yes
dist_vert_004,Distributive,11,Vertical,B,Is there a green banana in the image?,yes
dist_vert_004,Distributive,11,Vertical,B,Is the background plain white?,yes
dist_vert_004,Distributive,11,Vertical,B,Is there at least one red apple present?,yes
dist_vert_004,Distributive,11,Vertical,B,Is there at least one yellow dog present?,yes
dist_vert_004,Distributive,11,Vertical,B,Is the green banana positioned above another object?,yes
dist_vert_005,Distributive,11,Vertical,A,Is there a green cat in the image?,yes
dist_vert_005,Distributive,11,Vertical,A,Is there a wooden table in the scene?,yes
dist_vert_005,Distributive,11,Vertical,A,Is there either a red apple or a yellow banana present?,yes
dist_vert_005,Distributive,11,Vertical,A,Is the green cat positioned above the fruit?,yes
dist_vert_005,Distributive,11,Vertical,A,Is the fruit located on the wooden table?,yes
dist_vert_005,Distributive,11,Vertical,B,Is there a green cat in the image?,yes
dist_vert_005,Distributive,11,Vertical,B,Is there a wooden table in the scene?,yes
dist_vert_005,Distributive,11,Vertical,B,Is there either a red apple or a yellow banana present?,yes
dist_vert_005,Distributive,11,Vertical,B,Is the green cat positioned above the fruit?,yes
dist_vert_005,Distributive,11,Vertical,B,Is the fruit located on the wooden table?,yes
dist_attr_001,Distributive,12,Attributes,A,Is there a dog in the image?,yes
dist_attr_001,Distributive,12,Attributes,A,Is the dog red?,yes
dist_attr_001,Distributive,12,Attributes,A,Is the dog on a plain white surface?,yes
dist_attr_001,Distributive,12,Attributes,A,Is the dog either small or large?,yes
dist_attr_001,Distributive,12,Attributes,A,Is the background plain and white?,yes
dist_attr_001,Distributive,12,Attributes,B,Is there a dog in the image?,yes
dist_attr_001,Distributive,12,Attributes,B,Is the dog red?,yes
dist_attr_001,Distributive,12,Attributes,B,Is the dog on a plain white surface?,yes
dist_attr_001,Distributive,12,Attributes,B,Is the dog either small or large?,yes
dist_attr_001,Distributive,12,Attributes,B,Is the background plain and white?,yes
dist_attr_002,Distributive,12,Attributes,A,Is there a red apple in the image?,yes
dist_attr_002,Distributive,12,Attributes,A,Is the apple on a wooden table?,yes
dist_attr_002,Distributive,12,Attributes,A,Is the apple either small or large?,yes
dist_attr_002,Distributive,12,Attributes,A,Is the apple the only fruit visible?,yes
dist_attr_002,Distributive,12,Attributes,A,Is the table made of wood?,yes
dist_attr_002,Distributive,12,Attributes,B,Is there a red apple in the image?,yes
dist_attr_002,Distributive,12,Attributes,B,Is the apple on a wooden table?,yes
dist_attr_002,Distributive,12,Attributes,B,Is the apple either small or large?,yes
dist_attr_002,Distributive,12,Attributes,B,Is the apple the only fruit visible?,yes
dist_attr_002,Distributive,12,Attributes,B,Is the table made of wood?,yes
dist_attr_003,Distributive,12,Attributes,A,Is there a yellow apple in the image?,yes
dist_attr_003,Distributive,12,Attributes,A,Is the apple on a dark metal floor?,yes
dist_attr_003,Distributive,12,Attributes,A,Is the apple either large or small?,yes
dist_attr_003,Distributive,12,Attributes,A,Is the apple a single fruit?,yes
dist_attr_003,Distributive,12,Attributes,A,Is the floor metallic and dark?,yes
dist_attr_003,Distributive,12,Attributes,B,Is there a yellow apple in the image?,yes
dist_attr_003,Distributive,12,Attributes,B,Is the apple on a dark metal floor?,yes
dist_attr_003,Distributive,12,Attributes,B,Is the apple either large or small?,yes
dist_attr_003,Distributive,12,Attributes,B,Is the apple a single fruit?,yes
dist_attr_003,Distributive,12,Attributes,B,Is the floor metallic and dark?,yes
dist_attr_004,Distributive,12,Attributes,A,Is there a cat in the image?,yes
dist_attr_004,Distributive,12,Attributes,A,Is the cat red?,yes
dist_attr_004,Distributive,12,Attributes,A,Is the cat on a wooden table?,yes
dist_attr_004,Distributive,12,Attributes,A,Is the cat either small or large?,yes
dist_attr_004,Distributive,12,Attributes,A,Is the table made of wood?,yes
dist_attr_004,Distributive,12,Attributes,B,Is there a cat in the image?,yes
dist_attr_004,Distributive,12,Attributes,B,Is the cat red?,yes
dist_attr_004,Distributive,12,Attributes,B,Is the cat on a wooden table?,yes
dist_attr_004,Distributive,12,Attributes,B,Is the cat either small or large?,yes
dist_attr_004,Distributive,12,Attributes,B,Is the table made of wood?,yes
dist_attr_005,Distributive,12,Attributes,A,Is there a blue dog in the image?,yes
dist_attr_005,Distributive,12,Attributes,A,Is the dog on a dark metal floor?,yes
dist_attr_005,Distributive,12,Attributes,A,Is the dog either large or small?,yes
dist_attr_005,Distributive,12,Attributes,A,Is the dog the only animal present?,yes
dist_attr_005,Distributive,12,Attributes,A,Is the floor made of metal?,yes
dist_attr_005,Distributive,12,Attributes,B,Is there a blue dog in the image?,yes
dist_attr_005,Distributive,12,Attributes,B,Is the dog on a dark metal floor?,yes
dist_attr_005,Distributive,12,Attributes,B,Is the dog either large or small?,yes
dist_attr_005,Distributive,12,Attributes,B,Is the dog the only animal present?,yes
dist_attr_005,Distributive,12,Attributes,B,Is the floor made of metal?,yes
compl_conj_001,Complement,13,Conjunctive,A,Is there a metal floor in the image?,yes
compl_conj_001,Complement,13,Conjunctive,A,Is the floor dark in color?,yes
compl_conj_001,Complement,13,Conjunctive,A,Is the scene indoors?,yes
compl_conj_001,Complement,13,Conjunctive,A,Is the floor smooth?,yes
compl_conj_001,Complement,13,Conjunctive,A,Is the lighting dim?,yes
compl_conj_001,Complement,13,Conjunctive,B,Is there a metal floor in the image?,yes
compl_conj_001,Complement,13,Conjunctive,B,Is the floor dark in color?,yes
compl_conj_001,Complement,13,Conjunctive,B,Is the scene indoors?,yes
compl_conj_001,Complement,13,Conjunctive,B,Is the floor smooth?,yes
compl_conj_001,Complement,13,Conjunctive,B,Is the lighting dim?,yes
compl_conj_002,Complement,13,Conjunctive,A,Is the surface white?,yes
compl_conj_002,Complement,13,Conjunctive,A,Is the background plain?,yes
compl_conj_002,Complement,13,Conjunctive,A,Is the scene simple?,yes
compl_conj_002,Complement,13,Conjunctive,A,Is the color green present?,yes
compl_conj_002,Complement,13,Conjunctive,A,Is there a banana in the image?,yes
compl_conj_002,Complement,13,Conjunctive,B,Is the surface white?,yes
compl_conj_002,Complement,13,Conjunctive,B,Is the background plain?,yes
compl_conj_002,Complement,13,Conjunctive,B,Is the scene simple?,yes
compl_conj_002,Complement,13,Conjunctive,B,Is the color green present?,yes
compl_conj_002,Complement,13,Conjunctive,B,Is there a banana in the image?,yes
compl_conj_003,Complement,13,Conjunctive,A,Is there a metal floor in the image?,yes
compl_conj_003,Complement,13,Conjunctive,A,Is the floor dark in color?,yes
compl_conj_003,Complement,13,Conjunctive,A,Is the scene indoors?,yes
compl_conj_003,Complement,13,Conjunctive,A,Is the floor smooth?,yes
compl_conj_003,Complement,13,Conjunctive,A,Is the lighting dim?,yes
compl_conj_003,Complement,13,Conjunctive,B,Is there a metal floor in the image?,yes
compl_conj_003,Complement,13,Conjunctive,B,Is the floor dark in color?,yes
compl_conj_003,Complement,13,Conjunctive,B,Is the scene indoors?,yes
compl_conj_003,Complement,13,Conjunctive,B,Is the floor smooth?,yes
compl_conj_003,Complement,13,Conjunctive,B,Is the lighting dim?,yes
compl_conj_004,Complement,13,Conjunctive,A,Is there a wooden table in the image?,yes
compl_conj_004,Complement,13,Conjunctive,A,Is the table made of wood?,yes
compl_conj_004,Complement,13,Conjunctive,A,Is the scene indoors or outdoors?,yes
compl_conj_004,Complement,13,Conjunctive,A,Is the table the main object in the image?,yes
compl_conj_004,Complement,13,Conjunctive,A,Is the color yellow present in the image?,yes
compl_conj_004,Complement,13,Conjunctive,B,Is there a wooden table in the image?,yes
compl_conj_004,Complement,13,Conjunctive,B,Is the table made of wood?,yes
compl_conj_004,Complement,13,Conjunctive,B,Is the scene indoors or outdoors?,yes
compl_conj_004,Complement,13,Conjunctive,B,Is the table the main object in the image?,yes
compl_conj_004,Complement,13,Conjunctive,B,Is the color yellow present in the image?,yes
compl_conj_005,Complement,13,Conjunctive,A,Is there a wooden table in the image?,yes
compl_conj_005,Complement,13,Conjunctive,A,Is the table made of wood?,yes
compl_conj_005,Complement,13,Conjunctive,A,Is the scene indoors?,yes
compl_conj_005,Complement,13,Conjunctive,A,Is the table the main object in the image?,yes
compl_conj_005,Complement,13,Conjunctive,A,Is the lighting natural?,yes
compl_conj_005,Complement,13,Conjunctive,B,Is there a wooden table in the image?,yes
compl_conj_005,Complement,13,Conjunctive,B,Is the table made of wood?,yes
compl_conj_005,Complement,13,Conjunctive,B,Is the scene indoors?,yes
compl_conj_005,Complement,13,Conjunctive,B,Is the table the main object in the image?,yes
compl_conj_005,Complement,13,Conjunctive,B,Is the lighting natural?,yes
compl_horiz_001,Complement,14,Horizontal,A,Is there a yellow apple in the scene?,yes
compl_horiz_001,Complement,14,Horizontal,A,Is the floor dark and metallic?,yes
compl_horiz_001,Complement,14,Horizontal,A,Is the apple positioned on the floor?,yes
compl_horiz_001,Complement,14,Horizontal,A,Is the floor visible in the image?,yes
compl_horiz_001,Complement,14,Horizontal,A,Is the apple a single object in the scene?,yes
compl_horiz_001,Complement,14,Horizontal,B,Is there a yellow apple in the scene?,yes
compl_horiz_001,Complement,14,Horizontal,B,Is the floor dark and metallic?,yes
compl_horiz_001,Complement,14,Horizontal,B,Is the apple positioned on the floor?,yes
compl_horiz_001,Complement,14,Horizontal,B,Is the floor visible in the image?,yes
compl_horiz_001,Complement,14,Horizontal,B,Is the apple a single object in the scene?,yes
compl_horiz_002,Complement,14,Horizontal,A,Is there a red dog in the scene?,yes
compl_horiz_002,Complement,14,Horizontal,A,Is the floor dark and metallic?,yes
compl_horiz_002,Complement,14,Horizontal,A,Is the dog positioned on the floor?,yes
compl_horiz_002,Complement,14,Horizontal,A,Is the floor visible beneath the dog?,yes
compl_horiz_002,Complement,14,Horizontal,A,Is the dog a main object in the image?,yes
compl_horiz_002,Complement,14,Horizontal,B,Is there a red dog in the scene?,yes
compl_horiz_002,Complement,14,Horizontal,B,Is the floor dark and metallic?,yes
compl_horiz_002,Complement,14,Horizontal,B,Is the dog positioned on the floor?,yes
compl_horiz_002,Complement,14,Horizontal,B,Is the floor visible beneath the dog?,yes
compl_horiz_002,Complement,14,Horizontal,B,Is the dog a main object in the image?,yes
compl_horiz_003,Complement,14,Horizontal,A,Is there a green banana in the scene?,yes
compl_horiz_003,Complement,14,Horizontal,A,Is the floor dark and metallic?,yes
compl_horiz_003,Complement,14,Horizontal,A,Is the banana positioned on the floor?,yes
compl_horiz_003,Complement,14,Horizontal,A,Is the floor surface reflective or shiny?,yes
compl_horiz_003,Complement,14,Horizontal,A,Is the banana the only fruit visible?,yes
compl_horiz_003,Complement,14,Horizontal,B,Is there a green banana in the scene?,yes
compl_horiz_003,Complement,14,Horizontal,B,Is the floor dark and metallic?,yes
compl_horiz_003,Complement,14,Horizontal,B,Is the banana positioned on the floor?,yes
compl_horiz_003,Complement,14,Horizontal,B,Is the floor surface reflective or shiny?,yes
compl_horiz_003,Complement,14,Horizontal,B,Is the banana the only fruit visible?,yes
compl_horiz_004,Complement,14,Horizontal,A,Is there a red cat in the image?,yes
compl_horiz_004,Complement,14,Horizontal,A,Is the surface white?,yes
compl_horiz_004,Complement,14,Horizontal,A,Is the surface plain?,yes
compl_horiz_004,Complement,14,Horizontal,A,Is the cat positioned on the surface?,yes
compl_horiz_004,Complement,14,Horizontal,A,Is the cat red in color?,yes
compl_horiz_004,Complement,14,Horizontal,B,Is there a red cat in the image?,yes
compl_horiz_004,Complement,14,Horizontal,B,Is the surface white?,yes
compl_horiz_004,Complement,14,Horizontal,B,Is the surface plain?,yes
compl_horiz_004,Complement,14,Horizontal,B,Is the cat positioned on the surface?,yes
compl_horiz_004,Complement,14,Horizontal,B,Is the cat red in color?,yes
compl_horiz_005,Complement,14,Horizontal,A,Is there a blue dog in the scene?,yes
compl_horiz_005,Complement,14,Horizontal,A,Is the floor dark and metallic?,yes
compl_horiz_005,Complement,14,Horizontal,A,Is the dog positioned on the floor?,yes
compl_horiz_005,Complement,14,Horizontal,A,Is the floor visible beneath the animals?,yes
compl_horiz_005,Complement,14,Horizontal,A,Is the dog the only animal present?,yes
compl_horiz_005,Complement,14,Horizontal,B,Is there a blue dog in the scene?,yes
compl_horiz_005,Complement,14,Horizontal,B,Is the floor dark and metallic?,yes
compl_horiz_005,Complement,14,Horizontal,B,Is the dog positioned on the floor?,yes
compl_horiz_005,Complement,14,Horizontal,B,Is the floor visible beneath the animals?,yes
compl_horiz_005,Complement,14,Horizontal,B,Is the dog the only animal present?,yes
compl_vert_001,Complement,15,Vertical,A,Is there a green banana in the image?,yes
compl_vert_001,Complement,15,Vertical,A,Is the surface plain and white?,yes
compl_vert_001,Complement,15,Vertical,A,Is the banana placed on the surface?,yes
compl_vert_001,Complement,15,Vertical,A,Is the background plain and white?,yes
compl_vert_001,Complement,15,Vertical,A,Is the banana green in color?,yes
compl_vert_001,Complement,15,Vertical,B,Is there a green banana in the image?,yes
compl_vert_001,Complement,15,Vertical,B,Is the surface plain and white?,yes
compl_vert_001,Complement,15,Vertical,B,Is the banana placed on the surface?,yes
compl_vert_001,Complement,15,Vertical,B,Is the background plain and white?,yes
compl_vert_001,Complement,15,Vertical,B,Is the banana green in color?,yes
compl_vert_002,Complement,15,Vertical,A,Is there a red cat in the image?,yes
compl_vert_002,Complement,15,Vertical,A,Is the surface plain and white?,yes
compl_vert_002,Complement,15,Vertical,A,Is the cat positioned on the surface?,yes
compl_vert_002,Complement,15,Vertical,A,Is the background simple and uncluttered?,yes
compl_vert_002,Complement,15,Vertical,A,Is the cat the only animal visible on the surface?,yes
compl_vert_002,Complement,15,Vertical,B,Is there a red cat in the image?,yes
compl_vert_002,Complement,15,Vertical,B,Is the surface plain and white?,yes
compl_vert_002,Complement,15,Vertical,B,Is the cat positioned on the surface?,yes
